iter	Logloss
242	0.4040385056
243	0.4034511566
244	0.4025482941
245	0.4019517517
246	0.4015154266
247	0.4009104538
248	0.4004934311
249	0.3999069214
250	0.3990942383
251	0.3983856201
252	0.3978298187
253	0.3976132965
254	0.3972016907
255	0.396802063
256	0.3961661148
257	0.3957793427
258	0.3954085159
259	0.3948463821
260	0.3943418884
261	0.3938303375
262	0.3934682465
263	0.3930066681
264	0.3926257324
265	0.3922214508
266	0.3917914581
267	0.3913521194
268	0.3907999039
269	0.390083847
270	0.3897297668
271	0.389168396
272	0.3887929153
273	0.3884292984
274	0.3879768372
275	0.3877013397
276	0.3872225189
277	0.3868382645
278	0.3866066742
279	0.3863067627
280	0.3859827805
281	0.3855361176
282	0.3852702332
283	0.3848638916
284	0.384333725
285	0.383864212
286	0.3834658813
287	0.3829993439
288	0.3826368713
289	0.382156868
290	0.3817895508
291	0.3811187744
292	0.3807258606
293	0.3803742218
294	0.3799604797
295	0.3796284485
296	0.3791917419
297	0.3788471985
298	0.3784770966
299	0.3780358887
300	0.3776370239
301	0.3771510315
302	0.3767308044
303	0.3762904358
304	0.3758582306
305	0.3753115082
306	0.3750383759
307	0.3746198273
308	0.3743077469
309	0.3740074921
310	0.3736601639
311	0.3733763123
312	0.3730289459
313	0.3726931763
314	0.3723617554
315	0.3721227646
316	0.3716076279
317	0.3712366486
318	0.3708015823
319	0.3704268265
320	0.3699935913
321	0.3694816589
322	0.3689923096
323	0.3683548355
324	0.3680089569
325	0.3676012039
326	0.3673134613
327	0.3668571472
328	0.3663977051
329	0.3659860229
330	0.3656161499
331	0.3652558899
332	0.3648555374
333	0.3644196701
334	0.3641364288
335	0.3637664032
336	0.3634542847
337	0.3629402542
338	0.362533493
339	0.3622340393
340	0.3619470596
341	0.3615950012
342	0.3612136459
343	0.3608022308
344	0.3602837372
345	0.35974617
346	0.3593290329
347	0.3589460373
348	0.3584944153
349	0.3579260254
350	0.3576369476
351	0.3572670364
352	0.3568843842
353	0.3563555908
354	0.3560935593
355	0.3558205414
356	0.3555356216
357	0.3551605225
358	0.35466465
359	0.3543367386
360	0.3540520477
361	0.3537280273
362	0.3534292603
363	0.3529974365
364	0.352550354
365	0.3522777557
366	0.3520825195
367	0.3515901184
368	0.3512425613
369	0.3510827255
370	0.3506586838
371	0.3503774261
372	0.3499362946
373	0.3495996857
374	0.3493157959
375	0.349001236
376	0.3486579895
377	0.3481458664
378	0.3478464508
379	0.3475148773
380	0.3471948242
381	0.3466129303
382	0.3461568451
383	0.3458623505
384	0.3455527496
385	0.3452175903
386	0.3447870255
387	0.3444564819
388	0.3441662598
389	0.3438240051
390	0.343414917
391	0.3430345154
392	0.3424828339
393	0.3421242523
394	0.3417946625
395	0.3414894485
396	0.341219101
397	0.3410809326
398	0.3407324219
399	0.3401404572
400	0.3396959686
401	0.3392747498
402	0.3389277649
403	0.338629837
404	0.3384026337
405	0.3381771851
406	0.3377728653
407	0.3374845886
408	0.3372823334
409	0.3369490051
410	0.3367520142
411	0.3365304565
412	0.3361473846
413	0.3358958435
414	0.335597496
415	0.3353138351
416	0.3350756454
417	0.3347273254
418	0.3343971634
419	0.3339555359
420	0.3337449265
421	0.333259964
422	0.3328173065
423	0.3322060013
424	0.3317632294
425	0.3314028931
426	0.3311955261
427	0.3309753418
428	0.3305531311
429	0.3303042984
430	0.3300592804
431	0.3297270203
432	0.3294760132
433	0.3290909958
434	0.328782692
435	0.3284703445
436	0.3282388306
437	0.3279485321
438	0.3275769043
439	0.3273390961
440	0.327037735
441	0.3267447662
442	0.3266008759
443	0.3263500214
444	0.3260453796
445	0.3258856964
446	0.3256223679
447	0.3253017807
448	0.3249743652
449	0.3246953583
450	0.324423027
451	0.3241294861
452	0.3239035797
453	0.3234693146
454	0.3232276917
455	0.3229238892
456	0.3225182724
457	0.3223220062
458	0.3221223831
459	0.3217358017
460	0.3215174103
461	0.3212763977
462	0.3209432983
463	0.3206684113
464	0.3202716064
465	0.3197910118
466	0.3194931602
467	0.3192082596
468	0.3189326859
469	0.3185363579
470	0.3183350754
471	0.3180438232
472	0.3176521873
473	0.3174541092
474	0.3170159912
475	0.3166558647
476	0.3164265442
477	0.3161642456
478	0.3158020401
479	0.3155746078
480	0.315213089
481	0.3149696541
482	0.3145161247
483	0.3141905212
484	0.3139519119
485	0.3134394264
486	0.3132411957
487	0.3130319405
488	0.3127084541
489	0.3125072861
490	0.3122139359
491	0.3118455505
492	0.3116387749
493	0.3113135147
494	0.3110504341
495	0.3108942795
496	0.3105098534
497	0.3101289749
498	0.3098931885
499	0.3096656227
500	0.3094154549
501	0.3091932678
502	0.3089065552
503	0.3087256622
504	0.3085134125
505	0.3082350731
506	0.3079022598
507	0.3075364304
508	0.3073003387
509	0.3069052505
510	0.3067342758
511	0.3065125275
512	0.3063146019
513	0.3057853317
514	0.3055142212
515	0.3051867676
516	0.3049595642
517	0.3047787285
518	0.3044657326
519	0.3042897034
520	0.3039723778
521	0.3036848831
522	0.3035378647
523	0.3032640266
524	0.3028327942
525	0.3023930359
526	0.302186203
527	0.3017780304
528	0.3015532684
529	0.3012999344
530	0.301038456
531	0.300601635
532	0.3002763939
533	0.2999799347
534	0.2998279953
535	0.299547081
536	0.2993254471
537	0.2989995956
538	0.2986814117
539	0.2984005356
540	0.2981503105
541	0.2978084183
542	0.2976009369
543	0.2973971367
544	0.297231369
545	0.2970163536
546	0.2967835999
547	0.2965600586
548	0.2963012695
549	0.2960069656
550	0.2958063507
551	0.2954833221
552	0.2950637436
553	0.2948000145
554	0.2945558357
555	0.2942389297
556	0.2939424324
557	0.2935724831
558	0.2932811356
559	0.2929824066
560	0.2926407242
561	0.2922727966
562	0.2919729614
563	0.2918181038
564	0.291581459
565	0.2913341713
566	0.2910681725
567	0.2906085777
568	0.2904478836
569	0.290058403
570	0.2898524857
571	0.2896509743
572	0.289414444
573	0.2891859627
574	0.2888577652
575	0.2887364578
576	0.2885754204
577	0.2882524681
578	0.28803339
579	0.28766716
580	0.2874091148
581	0.2872128487
582	0.2870154381
583	0.2868412209
584	0.2866382599
585	0.2862506104
586	0.2860849571
587	0.2859047318
588	0.2856800461
589	0.2854774094
590	0.2850802612
591	0.2850626755
592	0.2847576332
593	0.2845891762
594	0.2841016197
595	0.2838820648
596	0.2835409737
597	0.2831439209
598	0.2829384232
599	0.282671814
600	0.2824909782
601	0.2822920609
602	0.2818205261
603	0.2815533066
604	0.2813630295
605	0.2810252762
606	0.2807191849
607	0.2803957367
608	0.2801699829
609	0.2798779297
610	0.2796821404
611	0.2792853165
612	0.2789413643
613	0.2787539673
614	0.2784006119
615	0.2780925179
616	0.2779107857
617	0.2777223587
618	0.2773239136
619	0.2770661163
620	0.2769358826
621	0.2766985703
622	0.2764472198
623	0.2762449265
624	0.276128006
625	0.2758366394
626	0.2754764175
627	0.275270195
628	0.2751549149
629	0.2747681808
630	0.2744185257
631	0.2742055893
632	0.2737083817
633	0.2734399414
634	0.2731494522
635	0.2728442001
636	0.2726436234
637	0.2724607658
638	0.272238121
639	0.2720441055
640	0.2718374634
641	0.271711731
642	0.2714389038
643	0.2711496925
644	0.2709041977
645	0.2706882477
646	0.2703979683
647	0.2701795578
648	0.2700503159
649	0.2698934555
650	0.2696621513
651	0.2693675423
652	0.2690942001
653	0.2688839531
654	0.2685133553
655	0.2682705307
656	0.268004837
657	0.2677309799
658	0.2675450897
659	0.2673693848
660	0.2671466446
661	0.2669406319
662	0.2665464401
663	0.2663038445
664	0.2661617279
665	0.2659277344
666	0.2656642151
667	0.2654135323
668	0.2650636673
669	0.2647223091
670	0.2644784546
671	0.2642102814
672	0.2640100098
673	0.2637787819
674	0.263526535
675	0.2633312225
676	0.2631488419
677	0.262838707
678	0.2626895905
679	0.2624154282
680	0.2622660828
681	0.2619952011
682	0.2616330338
683	0.2613705826
684	0.2608460808
685	0.2606136322
686	0.2603563309
687	0.2602919388
688	0.2600548935
689	0.259867897
690	0.2596660614
691	0.2594096947
692	0.2591522217
693	0.2589419937
694	0.2587452126
695	0.2584609985
696	0.2582681274
697	0.2580060387
698	0.2577733994
699	0.2573653603
700	0.2571635246
701	0.2570207214
702	0.2567888641
703	0.2565756226
704	0.2563431931
705	0.2559789467
706	0.2557143784
707	0.255514946
708	0.255328083
709	0.2551306915
710	0.2549098969
711	0.2545201874
712	0.2543504906
713	0.2541431618
714	0.253888607
715	0.2537003708
716	0.2535421753
717	0.2533338928
718	0.2530931473
719	0.2528829765
720	0.2527702332
721	0.252564373
722	0.2524040604
723	0.2521366882
724	0.2518211746
725	0.2515288162
726	0.2513760185
727	0.251172123
728	0.2509770584
729	0.2508367729
730	0.2505684471
731	0.2502457428
732	0.2498825264
733	0.2497115898
734	0.2495814133
735	0.2492832184
736	0.2489858627
737	0.2488540649
738	0.2486341476
739	0.2484458542
740	0.2482430077
741	0.2479982376
742	0.2476855469
743	0.2474755096
744	0.2471925735
745	0.2469551659
746	0.2467181015
747	0.2464305878
748	0.2461541176
749	0.2459846497
750	0.2458736992
751	0.2457245064
752	0.245550766
753	0.2450505066
754	0.2449163818
755	0.2447937202
756	0.2445149231
757	0.244292984
758	0.2440101433
759	0.2437986374
760	0.2435871124
761	0.2432982254
762	0.243082943
763	0.2428357315
764	0.242615509
765	0.2424338913
766	0.2422043228
767	0.2419231415
768	0.2415508461
769	0.2412618065
770	0.2410270691
771	0.2407752609
772	0.2404842758
773	0.2403012466
774	0.2400636482
775	0.2398436737
776	0.2396972656
777	0.2394799423
778	0.2392606354
779	0.2389818573
780	0.2385690308
781	0.2383447075
782	0.2381059074
783	0.2379440308
784	0.237670784
785	0.2374361229
786	0.2372599983
787	0.2370328522
788	0.2368539047
789	0.2367243767
790	0.2365665054
791	0.2363908195
792	0.2361990356
793	0.2358288765
794	0.2356596756
795	0.2353977966
796	0.2351974106
797	0.2350285339
798	0.2347807312
799	0.2346175766
800	0.2344606209
801	0.2341999626
802	0.234014225
803	0.233829422
804	0.2335567284
805	0.2334085274
806	0.2332238388
807	0.2330573082
808	0.2328542519
809	0.2327177429
810	0.2325643158
811	0.2323654175
812	0.2321950531
813	0.2319397354
814	0.231617775
815	0.2313450241
816	0.231161747
817	0.2308385849
818	0.2305714417
819	0.2303458786
820	0.230098877
821	0.229838028
822	0.2295765495
823	0.22936306
824	0.2292517853
825	0.2290892601
826	0.2288477707
827	0.2285997581
828	0.2284031296
829	0.2282731247
830	0.2280722809
831	0.2277577972
832	0.2274369049
833	0.2271912384
834	0.2269894028
835	0.2267708397
836	0.2266263962
837	0.2262773705
838	0.2260629845
839	0.2258458519
840	0.2256410027
841	0.2252027893
842	0.2249514961
843	0.224731102
844	0.2245214844
845	0.2242796326
846	0.2240621376
847	0.2238704491
848	0.2236708069
849	0.2234572029
850	0.2232713699
851	0.223073864
852	0.2228490067
853	0.2225860977
854	0.2224111557
855	0.2222181892
856	0.2219227982
857	0.221697197
858	0.2214796448
859	0.2212566757
860	0.2210133934
861	0.2208618164
862	0.2206638145
863	0.220455265
864	0.2201586151
865	0.2200562668
866	0.2198525238
867	0.2197231674
868	0.2195064163
869	0.2193096352
870	0.2190779114
871	0.2189071274
872	0.218715992
873	0.2185940552
874	0.2183890533
875	0.2182379913
876	0.2179120636
877	0.2176805878
878	0.2174235916
879	0.2172070694
880	0.2170420265
881	0.2169066429
882	0.2165101624
883	0.2163197327
884	0.2161534882
885	0.2160277176
886	0.2158454895
887	0.2156140709
888	0.2154668999
889	0.215321579
890	0.215004158
891	0.2148081207
892	0.2146685028
893	0.2145220184
894	0.2143398094
895	0.2141290665
896	0.2140052986
897	0.2138527679
898	0.2136700439
899	0.2134217834
900	0.213211174
901	0.2129786491
902	0.2128372574
903	0.2126561737
904	0.2124914742
905	0.2122580338
906	0.2120044708
907	0.2117526436
908	0.2116222
909	0.2114258575
910	0.2112481689
911	0.2110608292
912	0.2108559799
913	0.2106685638
914	0.210449791
915	0.21019104
916	0.2099871826
917	0.2098105431
918	0.2096238899
919	0.2094706345
920	0.2093167496
921	0.2091408157
922	0.2089244461
923	0.2087260818
924	0.2085776329
925	0.2083987808
926	0.2081425667
927	0.2078833199
928	0.2078076935
929	0.2077181625
930	0.2075345612
931	0.2073618317
932	0.2072074127
933	0.2069650459
934	0.2067556
935	0.2064818573
936	0.2063485336
937	0.2061979866
938	0.2060307503
939	0.2058312416
940	0.2055339241
941	0.2053318977
942	0.2051825523
943	0.2050157166
944	0.204738121
945	0.2044919586
946	0.2042947388
947	0.2041152573
948	0.2038883209
949	0.203712101
950	0.2034673309
951	0.2032535934
952	0.2030919647
953	0.2028800011
954	0.2026509857
955	0.2024164009
956	0.2023091507
957	0.202165699
958	0.202085743
959	0.2019152832
960	0.2016894531
961	0.2013444519
962	0.2011327362
963	0.2007960892
964	0.2006059265
965	0.2004345894
966	0.2002980995
967	0.2002187729
968	0.2000788879
969	0.1999087524
970	0.1997648621
971	0.1996113396
972	0.1994008446
973	0.1991075516
974	0.1989335251
975	0.1987833214
976	0.1986193848
977	0.1983654022
978	0.1981690407
979	0.198039093
980	0.1979056931
981	0.1976040649
982	0.1973120308
983	0.1971258354
984	0.1968839264
985	0.1966866302
986	0.1965614891
987	0.1964027596
988	0.1962265587
989	0.1959150314
990	0.1956203461
991	0.1954976654
992	0.1953095627
993	0.1951284027
994	0.1949341774
995	0.1947050858
996	0.1946186447
997	0.1945035362
998	0.1943199158
999	0.1941934395
